Gene	Length
ATP6V0CP4	440
SLC2A1-AS1	4275
RP5-848E13.4	1097
RNU6-880P	107
RP3-393B19.1	412
FAM183A	843
EBNA1BP2	3561
MIR6733	61
CFAP57	5583
RNA5SP46	120
TMEM125	2138
C1orf210	1522
TIE1	6705
MPL	3937
RP1-92O14.7	557
RP1-92O14.3	661
CDC20	2012
ELOVL1	2506
MIR6734	68
MED8	2704
MED8-AS1	731
SZT2	26354
SZT2-AS1	699
MIR6735	73
HYI	2754
HYI-AS1	545
PTPRF	10712
KDM4A	5184
RP11-7O11.7	4037
KDM4A-AS1	4217
ST3GAL3	19448
ST3GAL3-AS1	469
RP11-184I16.3	271
MIR6079	62
SHMT1P1	1312
ARTN	2657
RP11-7O11.9	2224
RP11-7O11.3	557
IPO13	5072
RP11-7O11.8	2044
DPH2	2930
ATP6V0B	3239
B4GALT2	5472
CCDC24	3563
SLC6A9	5249
RP5-1198O20.4	10561
RP5-1198O20.5	520
KRT8P47	1398
RN7SL479P	300
KLF17	3160
RP11-570P14.1	360
KLF18	3159
RP4-675G8.3	1160
OOSP1P1	274
RP5-891H21.1	214
RP5-891H21.5	796
DMAP1	5599
ERI3	2785
ERI3-IT1	619
RNU6-369P	102
RNF220	9687
MIR5584	60
TMEM53	3561
ARMH1	3290
RNU5F-1	117
RNU5D-1	116
KIF2C	3646
RP11-269F19.10	765
RPS8	2781
SNORD55	80
SNORD46	104
SNORD38A	70
SNORD38B	69
RPS15AP11	385
BEST4	2512
PLK3	3327
DYNLT4	1355
BTBD19	3520
PTCH2	5334
RNU5E-6P	115
RP5-882O7.1	162
EIF2B3	3411
RNA5SP47	109
CCNB1IP1P1	839
PPIAP35	492
MRPS17P1	3130
HECTD3	5072
UROD	4029
ZSWIM5	6095
OSTCP5	453
LINC01144	1710
HPDL	1816
MUTYH	5811
RP4-534D1.6	2768
TOE1	2358
TESK2	3319
PPIAP36	325
CCDC163	2757
MMACHC	5049
PRDX1	1682
HMGB1P48	598
AKR1A1	3121
ENSG00000281133	96
ENSG00000280836	99
NASP	8304
ENSG00000281112	84
ENSG00000281825	69
CCDC17	3323
GPBP1L1	7433
RPS15AP10	382
RP11-767N6.2	788
TMEM69	1465
IPP	3708
RP11-767N6.7	598
RP11-630I5.1	681
MAST2	8062
TMA16P2	601
PIK3R3	7397
P3R3URF-PIK3R3	1553
RP4-533D7.4	649
RP4-533D7.3	226
RP4-533D7.5	339
TSPAN1	2370
P3R3URF	405
POMGNT1	6189
LURAP1	1849
RAD54L	4078
LRRC41	8614
UQCRH	1341
NSUN4	7856
RP4-603I14.3	370
FAAH	2724
FAAHP1	2476
LINC01398	1764
DMBX1	5068
TMEM275	1633
MKNK1-AS1	2530
KNCN	2933
MKNK1	8071
MOB3C	5909
ATPAF1	5677
NENFP1	466
TEX38	1464
EFCAB14-AS1	584
EFCAB14	16312
RP11-8J9.5	805
CYP4B1	3466
CYP4Z2P	1598
TUBAP8	1192
CYP4A11	3890
CYP4A26P	196
CYP4A43P	121
CYP4A27P	190
CYP4A44P	154
CYP4X1	2447
CYP4Z1	2252
TUBAP9	1202
CYP4A22-AS1	921
CYP4A22	3853
MTND1P34	671
LINC00853	661
PDZK1IP1	1430
TAL1	5700
RP1-18D14.7	4036
STIL	7821
CMPK1	3851
LINC01389	483
FOXE3	1768
FOXD2-AS1	2509
FOXD2	2648
RP4-666O22.3	465
RPL21P24	448
ATP6V0E1P4	242
LINC01738	1461
TRABD2B	7524
RP11-543D5.2	407
RP11-330M19.1	1807
LINC02794	1477
RP11-193P11.3	292
CYP46A4P	267
SKINT1L	2010
RP5-1024N4.6	2669
RP5-1024N4.2	651
SLC5A9	4535
RP5-1024N4.4	1674
RP5-1024N4.5	950
SPATA6	5938
PPP1R8P1	1044
RNU6-723P	107
RP11-329A14.1	1257
RNU4-61P	107
RP11-329A14.2	474
AGBL4	7504
RP11-342A17.2	1861
BEND5	2142
RP11-476C24.1	573
RP11-141A19.1	793
AGBL4-AS1	566
AGBL4-IT1	514
RP5-926E3.1	262
ZNF859P	1966
RP11-93G23.2	1901
MTND2P29	412
ELAVL4	8368
RP11-492I2.1	346
ELAVL4-AS1	858
RP11-567C20.3	250
LINC02808	3511
RP11-567C20.4	3304
RP11-183G22.1	877
HMGB1P45	653
FCF1P6	595
DMRTA2	3168
RP5-850O15.3	930
FAF1	7549
FAF1-AS1	503
RNU6-1026P	108
PHBP12	811
MRPS6P2	370
CDKN2C	3018
MIR4421	69
MIR6500	86
C1orf185	1118
CFL1P2	684
LINC01562	2366
RNF11	3112
RP11-296A18.5	870
RP11-296A18.6	435
TTC39A	9491
TTC39A-AS1	1222
EPS15	7378
RP11-275F13.3	955
RNU6-877P	107
RP11-253A20.1	678
EPS15-AS1	476
RNU6-1281P	105
CALR4P	2704
OSBPL9	10273
GAPDHP51	1000
SLC25A6P3	879
ENSG10010136798.1	122
NRDC	6773
RP4-657D16.3	1819
RP4-657D16.6	280
MIR761	59
TSEN15P2	358
RAB3B	12780
RNA5SP48	126
RP11-91A18.1	342
RN7SL290P	300
TXNDC12	2864
RP11-91A18.6	1986
KTI12	1708
RP11-91A18.4	762
TXNDC12-AS1	391
BTF3L4	5948
ZFYVE9	7980
RN7SL788P	316
RP4-800M22.1	340
RP4-800M22.2	841
PDCL3P6	706
RP4-800M22.4	394
DNAJC19P7	344
ANAPC10P1	556
CC2D1B	7507
RP11-155O18.6	391
RP11-155O18.7	939
PLA2G12AP1	568
ORC1	3121
PRPF38A	5617
TUT4	16199
RP11-25O10.2	456
EEF1GP7	703
GPX7	1692
SHISAL2A	2684
COA7	4148
NDUFS5P3	321
RN7SL62P	297
ZYG11B	8206
RNU2-30P	141
RPS13P2	455
RNU6-969P	105
ZYG11A	4694
RP4-631H13.2	380
ECHDC2	11572
RP4-631H13.6	175
RP4-631H13.4	175
SCP2	8253
ENSG00000264834	99
ENSG00000266188	88
ENSG00000265815	100
H3P2	395
RRAS2P1	502
TUBBP10	1301
PODN	4899
RP11-334A14.5	467
HIGD1AP11	280
SLC1A7	5413
RP11-334A14.8	1871
RP5-1024G6.9	718
CPT2	10089
RP5-1024G6.2	1227
CZIB	4504
RP5-1024G6.7	3591
MAGOH	1363
RP5-1024G6.5	1941
LRP8	19668
RP4-784A16.1	470
RP4-784A16.2	675
RP4-784A16.4	752
LINC01771	567
RP11-117D22.3	886
RP11-117D22.1	383
LINC02812	933
SLC25A3P1	3164
RP4-796B4.3	79
DMRTB1	2440
GLIS1	3113
RNU7-95P	64
NDC1	4720
ENSG10010136707.1	136
RP4-654H19.2	286
YIPF1	2036
DIO1	2282
HSPB11	3006
LRRC42	2164
HNRNPA3P12	1063
LDLRAD1	2376
TMEM59	9149
RP4-758J24.6	1755
TCEANC2	12168
MIR4781	76
RP4-758J24.4	238
ENSG00000279049	255
RP11-446E24.4	3952
CDCP2	3229
RP11-446E24.3	4969
CYB5RL	8926
MRPL37	2549
SSBP3	6954
SSBP3-AS1	2624
RP5-997D24.3	1111
RP4-705F19.1	289
RP5-866L20.4	1051
LINC02784	683
RP5-866L20.2	108
HNRNPA1P63	963
ACOT11	9770
FAM151A	2006
RP11-240D10.4	623
MROH7	9088
MROH7-TTC4	7090
TTC4	3488
PARS2	2356
TTC22	6111
RP11-67L3.2	343
LEXM	1777
DHCR24	6214
RP11-67L3.7	831
RP11-67L3.5	575
DHCR24-DT	765
RP11-12C17.3	1733
TMEM61	1256
RP11-12C17.2	428
BSND	9761
PCSK9	5711
USP24	12023
MIR4422HG	2568
GYG1P3	994
MIR4422	83
RP11-90C4.1	8481
GOT2P1	1309
MTCO2P34	607
RN7SKP291	327
RNU6-830P	107
LINC01755	3391
LINC01753	707
PIGQP1	430
RP1-158P9.1	731
RP1-158P9.2	7878
RP1-158P9.3	2655
RPSAP20	890
LINC01767	2203
PLPP3	5272
RPL21P23	460
RPL23AP85	433
RP11-377K22.2	141
PRKAA2	9362
FYB2	4648
RP11-378I13.1	1824
C8A	2367
C8B	2732
RP5-1103B4.3	610
DAB1	7551
RP6-102O10.1	708
RPS20P5	360
DAB1-AS1	4340
HNRNPA1P6	1447
RPS26P15	348
RP11-393I23.4	620
RP11-393I23.3	141
RP11-414C16.1	322
OMA1	3718
RP4-592A1.5	1791
RP4-592A1.4	421
RN7SL713P	302
TACSTD2	1820
RP4-592A1.2	690
MYSM1	13115
RP11-63G10.4	4739
JUN	3624
LINC01135	5017
RP11-63G10.3	535
RP11-63G10.2	395
LINC02777	2068
LINC01358	8462
PHBP3	819
RP11-145M4.1	171
RP11-145M4.2	317
FGGY-DT	7581
RP11-467C18.1	338
FGGY	12174
MIR4711	70
RP4-782L23.2	767
HOOK1	6614
CYP2J2	2973
RN7SL475P	298
C1orf87	4422
PGBD4P8	562
LINC02778	1259
LINC01748	15496
RP11-436K8.1	4298
NFIA	55886
NFIA-AS2	6214
NFIA-AS1	842
RP11-430G17.4	2442
RP11-430G17.5	1416
RP11-430G17.1	715
TM2D1	5516
PATJ-DT	427
PATJ	11919
RNU6-414P	104
RNU6-1177P	104
LAMTOR5P1	270
RN7SL180P	294
MIR3116-1	74
MIR3116-2	68
PIGPP2	458
RPS15AP7	405
L1TD1	3831
RP5-1155K23.4	307
KANK4	6814
RNU6-371P	108
USP1	3869
DOCK7	24890
RP11-293K19.1	238
ANGPTL3	3371
RP5-849H19.3	1819
RP5-849H19.2	546
RP11-230B22.1	1228
ATG4C	3116
RP4-771M4.3	447
RP4-771M4.2	303
LINC01739	2067
RP11-5P4.4	1126
RP11-5P4.2	359
RP11-5P4.3	157
RP11-335E6.2	823
LINC00466	7361
RNA5SP49	115
RP11-335E6.3	859
RPSAP65	595
FOXD3-AS1	1208
FOXD3	2562
MIR6068	60
RP4-792G4.3	1357
ALG6	5487
ITGB3BP	5459
RP11-565D17.2	1206
EFCAB7	5704
RN7SL488P	286
RNU7-123P	60
DLEU2L	3555
ENSG10010137532.1	136
ENSG10010137881.1	84
ENSG10010139523.1	58
ENSG10010137906.1	73
ENSG10010136308.1	90
ENSG10010137261.1	120
PGM1	4077
RN7SL130P	305
ROR1	6720
RP4-597J3.1	584
CFL1P3	490
RNU6-809P	107
ROR1-AS1	4614
RP11-24J23.3	1031
UBE2U	1842
RNU7-62P	62
CACHD1	7022
MIR4794	77
RAVER2	6070
JAK1	12620
RP11-182I10.1	241
RP11-182I10.2	387
LINC01359	7863
SLC2A3P2	1480
RP4-535B20.4	618
RNU6-1176P	107
MIR3671	88
MIR101-1	75
RP4-535B20.2	427
MRPS21P1	223
AK4	7578
RPS29P7	171
DNAJC6	6958
RP5-1044H5.1	512
COX6CP13	226
RNU2-15P	191
LEPROT	5237
LEPR	11370
RP4-630A11.3	423
RP11-430H12.2	1797
RP11-433N2.1	2316
RN7SL854P	295
PDE4B	8930
PDE4B-AS1	456
RNU4-88P	86
SGIP1	25445
MIR3117	78
RP4-598P13.1	1156
DYNLT5	3360
INSL5	736
DNAI4	6673
RP11-342H21.2	861
MIER1	8273
SLC35D1	6193
C1orf141	5022
ENSG10010134538.1	135
RP4-547N15.3	2352
IL23R	3213
RNU6-586P	104
RNU4ATAC4P	126
DNAJB6P4	728
IL12RB2	6067
SERBP1	7676
RNU6-387P	105
LINC01702	948
RNU6-1031P	107
RP11-393N21.1	374
RN7SL392P	299
HNRNPCP9	859
GADD45A	1925
GNG12	4715
RNU7-80P	61
GNG12-AS1	3465
RP4-609E1.2	904
DIRAS3	2049
ARL5AP3	386
WLS	4459
CTBP2P8	1330
MIR1262	93
RPS7P4	582
COX6B1P7	235
ELOCP18	337
RP5-1033K19.2	217
RPE65	2605
DEPDC1	5904
RP4-694A7.2	960
DEPDC1-AS1	1247
TXNP2	295
RP4-629B2.1	2636
RP11-520E6.1	2810
RP11-520E6.2	716
LINC01707	6152
LINC02791	1017
LINC01758	458
RP11-379C1.2	549
LRRC7	30043
SGO1P1	1447
RP5-944F13.1	2154
RN7SL538P	304
PIN1P1	996
LRRC7-AS1	948
LRRC40	2843
RN7SL242P	297
SRSF11	8473
RP4-677H15.4	457
ANKRD13C	6184
HHLA3	1222
HHLA3-AS1	575
CTH	2414
RP11-42O15.3	466
CHORDC1P5	967
CASP3P1	609
LINC01788	2455
RP11-99H8.1	432
PTGER3	9653
RP3-333A15.1	749
RP3-333A15.2	649
ZRANB2-AS1	967
ZRANB2	4985
MIR186	86
ZRANB2-AS2	14877
RP11-115M14.1	250
NEGR1	13208
RP11-82L20.1	170
RP11-175G14.2	182
NEGR1-IT1	534
GDI2P2	608
RP4-660H19.2	6418
RPL31P12	358
RP4-660H19.1	2896
RNU6-1246P	107
LINC02796	1382
LINC02797	1065
RP11-25L19.1	301
KRT8P21	1491
RN7SKP19	252
LINC01360	5534
LINC02238	819
RNA5SP50	107
RP11-275A6.1	3776
RNU4ATAC8P	109
LRRIQ3	8759
FPGT-TNNI3K	9896
FPGT	5622
TNNI3K	4733
RP11-439H8.4	1408
RP4-650F12.2	905
LRRC53	4358
ERICH3	8827
ERICH3-AS1	5371
RP11-17E13.2	565
CRYZ	4085
TYW3	4616
RP11-93N20.1	339
RP11-510C10.4	1410
RP11-510C10.2	670
LHX8	4471
RP11-510C10.3	2203
RNU6-622P	103
SLC44A5	6299
RP11-87O11.1	670
RNU6-503P	105
RP4-595K12.1	457
RP4-595K12.2	2159
ACADM	13774
DLSTP1	1354
RABGGTB	5920
SNORD45C	79
SNORD45A	84
SNORD45B	72
MSH4	3270
ASB17	1080
RP11-550H2.1	2097
RP11-550H2.2	1312
ST6GALNAC3	7212
RP11-335E14.1	664
RP5-1102E8.3	463
TPI1P1	750
RNU6-161P	106
LINC02567	448
ST6GALNAC5	6059
MIR7156	60
RP4-564M11.2	497
RP4-564M11.4	2086
PIGK	5514
RP4-706A16.3	555
RP11-363H12.1	571
RP11-363H12.3	1211
AK5	6948
RP11-375A5.1	377
RNU7-8P	62
RP11-40C18.2	2059
ZZZ3	9008
RNA5SP20	84
RN7SL370P	295
USP33	6918
ACTG1P21	1000
MIGA1	10128
RNA5SP21	96
RP11-181C21.4	921
NSRP1P1	1693
HSPE1P25	251
NEXN-AS1	2292
NEXN	4436
FUBP1	7559
DNAJB4	3702
GIPC2	3904
RP11-386I14.4	209
RP11-386I14.5	1795
RP11-386I14.2	766
RNU6-1102P	96
RP11-386I14.3	556
RNA5SP22	109
RNFT1P2	757
MGC27382	2481
PTGFR	5764
RP11-472F19.1	107
RNA5SP23	105
IFI44L	11610
IFI44	2038
RP4-641G12.3	424
RP4-641G12.4	1587
ADGRL4	5798
PSAT1P3	1111
RP4-726F1.2	559
RP4-726F1.1	355
LINC02792	1507
ADH5P2	1124
RP11-466L22.1	597
RP11-339A11.1	1135
RP11-339A11.2	1976
RP11-339A11.3	263
HMGB1P18	619
RP11-339D23.1	580
HNRNPA1P64	922
RP11-115A15.4	418
RP11-115A15.2	331
RP5-933B4.1	349
LINC01781	962
MTND2P30	382
RPL7P10	739
RP11-432D22.1	643
RP3-445O10.1	748
RN7SKP247	308
ADGRL2	22649
HNRNPA3P14	1150
ARID3BP1	1675
RP5-837I24.6	343
RP5-837I24.2	643
MED28P8	521
RP5-837I24.4	641
RP5-837I24.5	350
ST13P20	1065
RP11-147G16.1	7213
LINC01362	2155
LINC01361	4746
RP11-338F23.1	761
LINC01712	1841
LINC01725	12430
RP5-836J3.1	683
TTLL7	10547
TTLL7-IT1	2921
RP4-552O12.1	1401
RP4-552O12.3	441
PRKACB-DT	1601
PRKACB	6730
TXN2P1	493
NEDD8P1	244
ENSG10010138031.1	137
SAMD13	3405
RP11-376N17.4	905
UOX	2409
DNASE2B	1524
RP11-275B14.1	1318
RPF1	2290
GNG5	1128
RP11-118B23.9	2686
SPATA1	4280
CTBS	6934
RP11-118B23.6	1183
RP11-118B23.7	1060
LINC01555	2884
RP11-484D4.3	247
SSX2IP	8563
RP4-604P14.2	1172
LPAR3	3536
MCOLN2	3442
DNAI3	3923
MCOLN3	6624
MIR4423	80
RP11-33E12.2	1717
SYDE2	6405
C1orf52	3420
BCL10	4346
RP11-131L23.1	4769
DDAH1	4587
RP11-131L23.2	366
RP4-621F18.2	3607
RP11-290M5.4	243
CCN1	3698
SNORD81	227
RP11-290M5.2	255
ZNHIT6	6203
COL24A1	9568
RNA5SP51	119
RP4-682E18.1	736
LINC02795	2885
ODF2L	10898
MIR7856	56
RP11-444C12.1	691
CLCA2	4406
CLCA1	3310
CLCA4	3447
CDCA4P2	718
CLCA4-AS1	3699
CLCA3P	3437
SH3GLB1	6881
RP4-612B15.2	555
RP11-277G24.1	1638
SELENOF	2201
HS2ST1	7426
RP4-604K5.3	746
RP5-1052I5.2	2013
RP11-384B12.2	937
RP11-384B12.3	826
LINC01140	6717
LINC02801	4926
LMO4	5421
LINC01364	920
RNA5SP52	134
PKN2-AS1	16635
RP11-60A14.1	3087
CTA-21C21.1	150
RP11-427B20.1	599
RN7SL583P	287
RP11-76N22.1	368
ENSG10010136211.1	171
RPL36AP10	322
PKN2	6897
RNU6-125P	107
ELOCP19	318
GTF2B	2524
RP11-82K18.2	475
KYAT3	2196
RBMXL1	5087
GBP3	4284
GBP1	6103
PTGES3P1	483
GBP2	7223
RP5-838N20.7	3491
GBP7	2432
GBP4	6141
RP4-620F22.3	1602
RP5-838N20.5	185
GBP5	8143
RP4-620F22.2	324
RP5-908D6.3	662
RP5-908D6.1	797
GBP6	4685
CAPNS1P1	633
GBP1P1	2352
RP4-644F6.4	6245
LRRC8B	8267
RP5-1007M22.3	63
LRRC8C-DT	11975
RP11-413E1.4	437
LRRC8C	11724
RP11-302M6.4	654
RP11-413E1.2	142
RP5-943J3.1	509
LRRC8D-DT	695
LRRC8D	4852
RP11-302M6.5	547
RN7SKP272	232
GEMIN8P4	729
ZNF326	10988
RP5-871E2.2	719
RP11-297I23.1	968
RNU6-695P	104
RP11-259G3.1	4336
LINC02787	231
SNORD3G	215
BARHL2	2044
RP11-99A8.2	2626
LINC02609	14354
LINC02788	1014
LINC01763	1842
RP4-665J23.4	879
PHKA1P1	621
ZNF644	7604
RPL5P6	886
HFM1	5814
FEN1P1	1145
CDC7	3599
WDR82P2	928
RP11-91I11.1	151
HSP90B3P	1567
TGFBR3	8577
RN7SL653P	293
BRDT	4635
EPHX4	2250
LPCAT2BP	1534
SETSIP	909
BTBD8	8342
GAPDHP46	994
PRKAR1AP1	1162
RP4-621B10.8	1293
RP4-775D17.1	844
C1orf146	1086
ACTBP12	418
GLMN	2910
RPAP2	17048
RN7SL824P	297
GFI1	5069
EVI5	8277
RP4-593M8.1	346
HMGB3P9	583
RNU4-59P	116
RP11-330C7.3	797
H3P3	156
CCNJP2	1163
RPL5	3687
DIPK1A	3091
SNORD21	95
SNORA66	133
ENSG10010135426.1	124
RP11-386I23.1	3403
RNU6-970P	107
RN7SL692P	288
RP11-430H15.1	2446
RNU6-210P	95
RN7SKP123	291
MTF2	5907
TMED5	9211
CCDC18	5633
RP4-612C19.1	321
RP4-612C19.2	185
CCDC18-AS1	6284
RP4-717I23.2	169
DR1	10925
RP4-713B5.2	512
FNBP1L	5811
RNA5SP53	120
BCAR3	6919
BCAR3-AS1	1954
MIR760	80
RP4-561L24.3	1766
DNTTIP2	7518
GCLM	5426
CHCHD2P5	400
MTND4P11	1058
MTND3P21	331
MTCO3P21	643
MTATP6P13	667
RP5-837O21.8	157
MTCO2P21	677
MTCO1P21	589
RP5-837O21.2	766
ABCA4	8547
RP11-78O9.1	352
ARHGAP29	18370
RN7SL440P	343
ARHGAP29-AS1	3766
GAPDHP29	985
RP11-148B18.4	592
RP11-366L18.1	488
RP11-366L18.2	486
ABCD3	7655
F3	2886
RP11-86H7.6	2171
SLC44A3-AS1	10245
KATNBL1P2	835
MIR378G	41
SLC44A3	2869
CNN3	2783
CNN3-DT	2517
ALG14	9641
ALG14-AS1	1096
TLCD4	7385
TLCD4-RWDD3	1961
RP11-57H12.2	420
RP11-57H12.3	4074
RWDD3	1927
RP11-57H12.5	1418
RP11-57H12.7	2726
LINC01760	382
LINC01650	1183
RP11-14O19.2	879
LINC01761	2755
LINC02607	6920
RP11-286B14.2	287
LINC02790	2804
RNU1-130P	160
LINC01787	1994
RP4-736I12.1	742
UBE2WP1	340
EEF1A1P11	1389
RN7SL831P	319
NDUFS5P2	306
RPL7P9	747
RN7SKP270	312
PTBP2	14681
DPYD	7131
DPYD-AS1	1479
DPYD-IT1	401
SEC63P1	1258
RPL26P9	433
RP11-272L13.2	358
DPYD-AS2	974
RP11-272L13.4	1251
MIR137HG	9599
RP11-490G2.2	1810
MIR2682	110
MIR137	102
RP4-672J20.3	1784
NFU1P2	469
LINC01776	2229
RP11-296E3.2	672
SNX7	2067
PLPPR5	4699
RP5-896L10.1	5981
RP11-234N17.1	257
PLPPR4	5201
RP4-735N21.1	399
LINC01708	1045
PALMD	8074
HMGB3P10	572
FRRS1	8624
RNU4-75P	146
RP4-581O6.1	152
AGL	8157
RP5-884G6.2	655
SLC35A3	18235
RP4-714D9.5	5765
RNU6-750P	107
RNU6-1318P	103
MFSD14A	2945
RP4-714D9.2	384
SASS6	3972
RP4-714D9.4	252
TRMT13	4134
LRRC39	1992
DBT	11616
RPL23AP90	236
BRI3P1	378
RP11-305E17.8	3788
RP11-305E17.4	222
RTCA-AS1	10034
RTCA	3028
MIR553	68
RP5-837M10.1	814
RP5-837M10.2	467
CDC14A	6510
BCAS2P2	674
RP5-837M10.4	592
GPR88	3492
RP11-84O12.2	783
LINC01349	497
RP11-84O12.5	1414
RP11-84O12.3	321
VCAM1	6049
EXTL2	4015
RP4-549L20.3	429
SLC30A7	8600
HNRNPA1P68	979
DPH5	2970
RP11-421L21.2	671
RP11-421L21.3	9868
ENSG10010137843.1	187
RP5-1033H2.1	475
RP4-575N6.4	403
S1PR1	5223
RP4-575N6.2	343
PPIAP7	489
LINC01307	1238
LINC01709	2862
RNU6-965P	96
RPSAP19	880
OLFM3	4393
RNU6-352P	107
RP11-82O2.2	379
DNAJA1P5	943
RP11-202K23.1	1734
RP5-936J12.1	931
COL11A1	9091
SOD2P1	562
RP11-153F1.2	418
RP11-153F1.1	2774
RN7SKP285	318
RNPC3	6867
AMY2B	7491
ACTG1P4	1122
AMY2A	1599
AMY1A	2035
RP5-1108M17.5	198
AMY1B	2035
AMYP1	1023
AMY1C	2074
RP11-97C18.1	1240
RP11-364B6.2	3146
FTLP17	525
RP11-333H8.1	619
CDK4P1	828
LINC01676	3120
SEPTIN2P1	180
RP11-90H3.2	593
RP11-90H3.1	1779
LINC01677	3122
RP5-947P14.1	8919
RP5-947P14.2	579
RP11-478L17.1	403
RP11-110F24.1	213
MTATP6P14	673
MTCO1P14	1559
LINC01661	2185
PRMT6	4340
NTNG1	10496
NDUFA4P1	246
VAV3	7306
MIR7852	82
VAV3-AS1	619
LINC02785	4132
SLC25A24	6726
RP11-483I13.5	1566
RP11-483I13.6	2331
NBPF4	3463
RP11-483I13.2	2481
SLC25A24P1	1882
NBPF5P	1606
SLC25A24P2	510
RP11-131J3.1	2481
NBPF6	2586
RP5-964H19.4	285
ST13P21	1098
RP5-964H19.2	670
FAM102B	9350
HENMT1	2426
RP11-256E16.3	946
PRPF38B	6955
FNDC7	3090
RP11-293A10.3	386
STXBP3	5892
RP11-475E11.2	744
AKNAD1	5039
SPATA42	631
GPSM2	19578
CLCC1	10933
WDR47	4423
RP5-1065J22.2	283
RP11-20O24.4	555
RP11-20O24.1	253
RANP5	655
TAF13	1401
TMEM167B-DT	2888
TMEM167B	3613
SCARNA2	427
RP5-1065J22.4	609
C1orf194	1227
ELAPOR1	9194
SARS1	3849
CELSR2	12830
PSRC1	2855
MYBPHL	1759
SORT1	9127
PSMA5	5734
SYPL2	4042
ATXN7L2	5422
CYB561D1	5690
AMIGO1	5141
GPR61	5057
RP5-1160K1.8	582
GNAI3	9044
RNU6V	107
RP5-1160K1.3	596
MIR197	75
GNAT2	1718
AMPD2	9301
RP5-1160K1.6	688
RPL7P8	730
GSTM4	5727
GSTM2	9116
GSTM1	2512
AC000032.2	491
GSTM5	6067
RP4-735C1.4	808
GSTM3	4750
EPS8L3	3477
NDUFA5P10	357
LINC01768	476
RP11-195M16.1	450
RP11-195M16.3	1889
CSF1	5238
AHCYL1	5035
STRIP1	7344
RP4-773N10.4	4216
ALX3	1976
LINC01397	579
UBL4B	1505
SLC6A17	6636
SLC6A17-AS1	1660
RP5-1028L10.2	508
LINC02586	748
KCNC4	26071
RP5-1003J2.4	177
ENSG10010134172.1	124
RBM15-AS1	2611
RBM15	4670
LAMTOR5-AS1	12654
SLC16A4	3164
RP5-1074L1.4	2850
LAMTOR5	2388
PROK1	1393
RP11-470L19.5	482
RP11-470L19.6	960
RP11-470L19.7	1186
CYMP	1263
CYMP-AS1	2351
KCNA10	1959
KCNA2	18723
RP11-284N8.3	3481
KCNA3	2476
NRBF2P3	865
OR11I1P	954
CD53	2152
RP11-96K19.4	5985
RP11-96K19.2	2359
LRIF1	3502
RP11-96K19.5	1348
CCNT2P1	1315
RNA5SP54	92
DRAM2	3295
CEPT1	8418
RP5-1180E21.4	118
RP5-1180E21.5	647
DENND2D	6677
CHI3L2	3295
CHIAP1	995
CHIAP2	2837
CHIA	4643
RP5-1125M8.2	476
RP5-1125M8.3	243
PIFO	3949
CHIAP3	1133
HIGD1AP12	281
PGBP	1358
OVGP1	2520
RP11-552M11.8	2023
UBE2FP3	524
RP11-552M11.4	861
WDR77	2685
ATP5PB	3138
C1orf162	2768
TMIGD3	2428
RNU6-792P	107
ADORA3	2560
RAP1A	5532
LINC01160	1377
KRT18P57	1254
RNU6-151P	107
INKA2	6393
INKA2-AS1	2414
RP4-773A18.8	4326
DDX20	8778
KCND3	8027
KCND3-IT1	376
KCND3-AS1	777
LINC01750	3590
LINC02884	6267
TXNP3	301
ENSG10010136467.1	104
CTTNBP2NL	7371
MIR4256	64
WNT2B	12374
RP4-671G15.2	643
ST7L	8108
CAPZA1	3495
MRPL53P1	319
RNU7-70P	66
MOV10	6509
RP11-426L16.3	449
RHOC	4007
RP11-426L16.10	1078
PPM1J	2874
PPM1J-DT	2125
TAFA3	1677
NUTF2P4	381
LINC01356	3183
LINC01357	794
RP3-522D1.2	156
SLC16A1	6347
AKR7A2P1	915
SLC16A1-AS1	12677
RP11-31F15.4	1389
LRIG2-DT	2467
LRIG2	12467
RLIMP2	1563
RP11-389O22.4	410
RP11-389O22.5	434
MAGI3	8414
RP11-512F24.1	1029
MTND5P20	143
PHTF1	7170
RP4-730K3.3	748
RSBN1	6819
RP5-1073O3.2	1582
PTPN22	4497
AP4B1-AS1	1734
BCL2L15	9095
AP4B1	5847
DCLRE1B	3868
HIPK1-AS1	3090
HIPK1	9148
OLFML3	2821
RP4-590F24.1	565
RP4-590F24.2	2119
SYT6	5065
RP4-543J13.1	332
MRPL57P1	265
RP4-591B8.3	864
TRIM33	9604
RP4-591B8.2	427
EIF2S2P5	968
PKMP1	1523
BCAS2	1289
DENND2C	7413
AMPD1	3082
RN7SL432P	298
NRAS	4326
CSDE1	5778
RNY1P13	105
SIKE1	5894
NR1H5P	1377
SYCP1	4278
TSHB	528
TSPAN2	3413
LINC01765	491
RP4-662B22.2	1354
NGF-AS1	2610
NGF	4110
RP4-663N10.4	386
RP4-663N10.2	794
RP4-663N10.3	298
ELOCP20	345
CNOT7P2	832
RP11-710N8.3	558
RN7SL420P	298
ENSG10010135321.1	134
VANGL1	9045
CASQ2	2688
NHLH2	7541
HNRNPA1P43	910
LINC01649	2428
RP11-12L8.2	203
SLC22A15	5277
RP11-159M11.2	705
MAB21L3	6632
LINC01779	914
U3	10646
RP4-787H6.1	1427
ATP1A1	7277
ATP1A1-AS1	13004
RNU6-817P	104
LINC01762	1759
RP4-655J12.5	515
